Key,Faculty,Department,Program,Level,Degree,Course code,Course number,Title,Description,Metadata,Type,Website
FFA_1,FFA,Any department,Any program,Any level,Any degree,,,Workshops for Fine Arts students,Workshop,Workshops,Course-integrated,https://www.concordia.ca/finearts/facilities/studio-support/core-technical-centres
FFA_134,FFA,Music,Jazz Performance,Undergraduate,Bachelor,JPER,341,Jazz Vocal Repertoire I,Public performance,Artistic performances,Course-integrated,
FFA_139,FFA,Music,Jazz Performance,Undergraduate,Bachelor,JPER,441,Jazz Vocal Repertoire II,Public performance,Artistic performances,Course-integrated,
FFA_142,FFA,Music,Music Performance,Undergraduate,Bachelor,MPER,231,Choir I,Choir,Artistic performances,Course-integrated,
FFA_144,FFA,Music,Music Performance,Undergraduate,Bachelor,MPER,321,Chamber Ensemble I,Public performance,Artistic performances,Course-integrated,
FFA_145,FFA,Music,Music Performance,Undergraduate,Bachelor,MPER,322,Chamber Ensemble II,Public performance,Artistic performances,Course-integrated,
FFA_148,FFA,Music,Music Performance,Undergraduate,Bachelor,MPER,332,Choir II,Choir,Artistic performances,Course-integrated,
FFA_151,FFA,Music,Music Performance,Undergraduate,Bachelor,MPER,421,Chamber Ensemble III,Public performance,Artistic performances,Course-integrated,
FFA_152,FFA,Music,Music Performance,Undergraduate,Bachelor,MPER,422,Chamber Ensemble IV,Public performance,Artistic performances,Course-integrated,
FFA_174,FFA,Studio Arts,Art Studio,Undergraduate,Bachelor,ARTX,280,Integrated Studio in Contemporary Art Practices I,Studio course,,Course-integrated,
FFA_175,FFA,Studio Arts,Art Studio,Undergraduate,Bachelor,ARTX,380,Intermediate Integrated Studio in Contemporary Art Practices,Studio course,,Course-integrated,
FFA_176,FFA,Studio Arts,Art Studio,Undergraduate,Bachelor,ARTX,398,Special Topics in Contemporary Studio Arts Practice,Studio course,,Course-integrated,
FFA_177,FFA,Studio Arts,Art Studio,Undergraduate,Bachelor,ARTX,399,Special Topics in Contemporary Studio Arts Practice,Studio course,,Course-integrated,
FFA_178,FFA,Studio Arts,Art Studio,Undergraduate,Bachelor,ARTX,480,Advanced Integrated Studio in Contemporary Art Practices,Studio course,,Course-integrated,
FFA_416,FFA,Any department,Any program,Any level,Any degree,,,"Milieux Institute for Arts, Culture and Technology",Research centre,Research centres,Research-based,https://www.concordia.ca/finearts/research/centres.html
FFA_417,FFA,Any department,Any program,Any level,Any degree,,,Centre for the Arts in Human Development (CAHD),"Provides internships for students in Art Therapy, Drama Therapy, Music Therapy and Education MA programs",Research centres,Research-based,https://www.concordia.ca/finearts/research/centres.html
FFA_418,FFA,Any department,Any program,Any level,Any degree,,,Gail and Stephen A. Jarislowsky Institute for Studies in Canadian Art,Research centre,Research centres,Research-based,https://www.concordia.ca/finearts/research/centres.html
FFA_419,FFA,Any department,Any program,Any level,Any degree,,,Hexagram-Concordia,Research centre,Research centres,Research-based,http://tag.hexagram.ca/
FFA_420,FFA,Any department,Any program,Any level,Any degree,,,"Technology, Art and Games (TAG)",Research centre,Research centres,Research-based,http://tag.hexagram.ca/
FFA_422,FFA,Any department,Any program,Any level,Any degree,,,Fine arts facilities and services,"Facilities and services (ex. workshops, studios, performance space)",Research Labs & facilities,Research-based,https://www.concordia.ca/finearts/about/jobs.html
FFA_425,FFA,Art History,Any program,Any level,Any degree,,,The Concordia Undergraduate Journal of Art History (CUJAH),Peer-Edited academic journal that aims to showcase the talents of Concordia’s Fine Arts students,Undergraduate Research projects,Research-based,
FFA_426,FFA,Contemporary Dance,Any program,Any level,Any degree,,,The Topological Media Lab,Trans-Disciplinary atelier-laboratory for collaborative research creation,Research Labs & facilities,Research-based,http://topologicalmedialab.net/
FFA_430,FFA,Creative Arts Therapies,Any program,Any level,Any degree,,,Art Hives Research assistantship,Research assistantship,Research assistantships,Research-based,http://www.arthives.org/
FFA_431,FFA,Creative Arts Therapies,Any program,Any level,Any degree,,,Art Hives Engaged Scholars,Research,Research,Research-based,http://www.arthives.org/
FFA_432,FFA,Design and Computation Arts,Any program,Any level,Any degree,,,Institute for Urban Futures - CoLLaboratoire,Design competition,Major Research projects,Research-based,http://www.ideas-be.ca/collaboratoire.html
FFA_433,FFA,Design and Computation Arts,Any program,Any level,Any degree,,,Obx Labs,Provide both the inspiration and the means for others to push the boundaries of computationally-based expression.,Research Labs & facilities,Research-based,http://www.obxlabs.net/
FFA_434,FFA,Design and Computation Arts,Any program,Any level,Any degree,,,XS Labs,Design research studio with a focus on innovation in the fields of electronic textiles and reactive garments,Research Labs & facilities,Research-based,http://xslabs.net/
FFA_444,FFA,Mel Hoppenheim School of Cinema,Any program,Any level,Any degree,,,GEM lab (Global Emergent Media),Research platform centered on the critical study of global new media,Research Labs & facilities,Research-based,
FFA_450,FFA,Mel Hoppenheim School of Cinema,Any program,Undergraduate,Bachelor,,,SYNOPTIQUE,"Student-Run journal, Film Studies",Undergraduate Research projects,Research-based,
FFA_451,FFA,Mel Hoppenheim School of Cinema,Any program,Any level,Any degree,,,senselab,"International network of artists and academics, writers and makers, from a wide diversity of fields, working together at the crossroads of philosophy, art, and activism",Research Labs & facilities,Research-based,http://senselab.ca/wp2/
FFA_452,FFA,Studio Arts,Any program,Any level,Any degree,,,senselab,"International network of artists and academics, writers and makers, from a wide diversity of fields, working together at the crossroads of philosophy, art, and activism",Research Labs & facilities,Research-based,http://senselab.ca/wp2/
FFA_453,FFA,Music,Any program,Any level,Any degree,,,matralab,Research space of inter-x art directed by Sandeep Bhagwati at Concordia University in Montréal,Research Labs & facilities,Research-based,http://matralab.hexagram.ca/
FFA_454,FFA,Theatre,Any program,Any level,Any degree,,,matralab,Research space of inter-x art directed by Sandeep Bhagwati at Concordia University in Montréal,Research Labs & facilities,Research-based,http://matralab.hexagram.ca/
FFA_456,FFA,Theatre,"Theatre, Oral History",Any level,Any degree,,,Performing Listening Lab,Research lab or facility,Research Labs & facilities,Research-based,
FFA_457,FFA,Theatre,Any program,Any level,Any degree,,,Institute for Urban Futures,Research lab or facility,Research Labs & facilities,Research-based,https://www.concordia.ca/finearts/research/urban-futures.html
FFA_458,FFA,Any department,Any program,Any level,Any degree,,,Next City Vanguard Montreal,Design competition,Competitions,Community-based,
FFA_462,FFA,Art History,Any program,Any level,Any degree,,,The Right to the City,45 students have also worked as artists-in-residence in more than 10 community organizations,Service learning,Community-based,https://www.concordia.ca/finearts/research/urban-futures/Urbanlabs/right-city.html
FFA_468,FFA,Creative Arts Therapies,Music Therapy,Undergraduate,Bachelor,,,PERFORM Centre Internship,Internship,Internships,Community-based,
FFA_475,FFA,Mel Hoppenheim School of Cinema,Film Studies,Undergraduate,Bachelor,,,Field trip to Italy,Field trip to Italy sponsored by GemLab,Field schools,International,
FFA_476,FFA,Music,Any program,Undergraduate,Bachelor,,,Fine Arts in Colombia,"Self-Proposed research-creation projects and experience the city of Manizales, Colombia",Field schools,International,
FFA_477,FFA,Studio Arts,Painting and Drawing,Undergraduate,Bachelor,DRAW,200,Drawing In Italy,International,Courses,International,
FFA_478,FFA,Theatre,Performance Creation,Undergraduate,Bachelor,PERC,209,The Engaged Theatre Artist,Studio course,Courses,International,
FFA_479,FFA,Theatre,Performance Creation,Undergraduate,Bachelor,PERC,210,The Audience and the Performance Event,Studio course,Courses,International,
FFA_480,FFA,Theatre,Any program,Undergraduate,Bachelor,,,Concordia Theatre Students in Germany,Summer exchange program in Germany,Field schools,International,https://www.concordia.ca/research/jarislowsky.html
FFA_481,FFA,Art History,Any program,Any level,Any degree,,,"Spring School 2017 - Sites of Photographic Knowledge: The Book, the Laboratory, the Territory","24 students - 5 days, 2 cities - A research team - Guest theorists and artists, visits to studios, exhibitions, and research centres",Field schools,International,http://www.arthives.org/
FFA_482,FFA,Creative Arts Therapies,Any program,Any level,Any degree,,,Art Hives & Mitacs,Service learning,Service learning,International,https://www.facebook.com/ArtopiaConcordia/
FFA_483,FFA,Any department,Any program,Any level,Any degree,,,Artopia,Explore the possibilities of art materials and techniques,Student associations & clubs,Student life,http://fasaconcordia.com/
FFA_484,FFA,Any department,Any program,Undergraduate,Bachelor,,,Fine Arts Student Alliance (FASA),"Umbrella organization for all fine art clubs and student run galleries such as Art Matters, Café X, the Fine Arts Reading Room and the VAV Gallery",Student associations & clubs,Student life,https://yiaramagazine.com/about/
FFA_485,FFA,Any department,Any program,Undergraduate,Bachelor,,,Yiara,"Annual print magazine, organize an exhibition of the featured artworks",Student associations & clubs,Student life,http://vavgallery.concordia.ca/
FFA_486,FFA,Any department,Any program,Undergraduate,Bachelor,,,VAV Gallery,"Student-Run exhibition space to host special events and projects throughout the year like workshops, lectures, panel discussions, the Art Matters festival and the Annual Graduating Students’ Exhibition.",Student associations & clubs,Student life,http://artmattersfestival.org/main/index.html
FFA_487,FFA,Any department,Any program,Any level,Any degree,,,Art Matters Festival,Non-Profit festival that celebrates and supports the developing talent housed at Concordia University,Other,Student life,https://www.concordia.ca/finearts/art-history/research/vitrine.html
FFA_488,FFA,Art History,Any program,Any level,Any degree,,,Ethnocultural Art Histories Research group (EAHR),Student-Driven research community,Student associations & clubs,Student life,http://ahgsa.concordia.ca/
FFA_489,FFA,Art History,Any program,Graduate,Master,,,Art History Graduate Student Association (AHGSA),Organising annual graduate student conference,Student associations & clubs,Student life,http://www.iargconcordia.com/
FFA_490,FFA,Art History,Any program,Any level,Any degree,,,Indigenous Art Research Group,Space for exploration for both Indigenous and non-Indigenous experiences,Student associations & clubs,Student life,http://architectureconcordia.org/mandate
FFA_491,FFA,Art History,Any program,Any level,Any degree,,,Architecture ∣ Concordia,"Research group, produce publications, events, and opportunities for different kinds of engagements",Student associations & clubs,Student life,https://www.concordia.ca/finearts/creative-arts-therapies/student-life/associations.html
FFA_492,FFA,Creative Arts Therapies,Any program,Graduate,Master,,,Creative Arts Therapies Student Graduate Association (CATSGA),"Foster stronger interdisciplinary ties with the university community, space for relaxation and study",Student associations & clubs,Student life,https://www.concordia.ca/finearts/creative-arts-therapies/research/ahrc.html
FFA_493,FFA,Creative Arts Therapies,Any program,Any level,Any degree,,,Arts in Health Research Collective (AHRC),Creative arts therapies researchers,Student associations & clubs,Student life,https://csu.qc.ca/clubs/cgd
FFA_494,FFA,Design and Computation Arts,Any program,Any level,Any degree,,,Concordia Game Development (CGD),Connect and share ideas about game development,Student associations & clubs,Student life,
FFA_495,FFA,Design and Computation Arts,Any program,Graduate,Master,,,Master of Design Student Association,Student associations & clubs,Student associations & clubs,Student life,https://csu.qc.ca/clubs/cfu
FFA_496,FFA,Mel Hoppenheim School of Cinema,Any program,Any level,Any degree,,,Concordia Film Union,Art of film and video making,Student associations & clubs,Student life,
FFA_497,FFA,Mel Hoppenheim School of Cinema,Any program,Graduate,Master,,,Concordia Graduate Film Studies Student Association,Student associations & clubs,Student associations & clubs,Student life,http://blog.animateconcordia.ca/
FFA_498,FFA,Mel Hoppenheim School of Cinema,Any program,Any level,Any degree,,,Animate Concordia,Bring news about club events and showcase all works from the Mel Hoppenheim School of Cinema’s Film Animation Program,Student associations & clubs,Student life,https://www.facebook.com/groups/261758137278964/
FFA_499,FFA,Mel Hoppenheim School of Cinema,Any program,Graduate,Master,,,Film Studies Doctoral Students Association (FSDSA),Student associations & clubs,Student associations & clubs,Student life,
FFA_500,FFA,Music,Any program,Any level,Any degree,,,A Capella Club,Breathe new life into popular songs through A Capella singing,Student associations & clubs,Student life,
FFA_501,FFA,Music,Any program,Any level,Any degree,,,Collabra-dabra-tory,Student club for musical creation through improvisation,Student associations & clubs,Student life,
FFA_502,FFA,Music,Any program,Any level,Any degree,,,Concordia Electroacoustic Studies Student Association (CESSA),Promotes and advocates activity and awareness in matters electroacoustic,Student associations & clubs,Student life,
FFA_503,FFA,Music,Any program,Any level,Any degree,,,Concordia Hip Hop Community,Provide a safe space for artists to perform and practice their skills related to hip hop.,Student associations & clubs,Student life,
FFA_504,FFA,Music,Any program,Any level,Any degree,,,Concordia Music Zone Out (CMZO),Express creative thoughts and perspective through the means of music,Student associations & clubs,Student life,
FFA_505,FFA,Music,Any program,Any level,Any degree,,,EMAC (Electronic Music and Arts Concordia),Platform to present audio/visual and oth performances ad installations,Student associations & clubs,Student life,
FFA_506,FFA,Music,Any program,Any level,Any degree,,,Hip-hop Collective,Student associations & clubs,Student associations & clubs,Student life,
FFA_507,FFA,Music,Any program,Any level,Any degree,,,MUSAC (Music Students Associate on Concordia),Student associations & clubs,Student associations & clubs,Student life,https://www.facebook.com/laptoporchestra.ca/
FFA_508,FFA,Music,Electroacoustic Studies,Undergraduate,Bachelor,,,Concordia Laptop Orchestra (CLOrk),"Composition, improvisation public performance",Student associations & clubs,Student life,https://www.concordia.ca/news/stories/2018/01/25/annual-arts-show-60x60-secures-backing-of-evenko-foundation.html
FFA_509,FFA,Contemporary Dance,Any program,Any level,Any degree,,,60x60 Concordia,"60-Student 60-minute performance designed, assembled and performed by students from Music, Theatre & Contemporary Dance departments",Other,Student life,https://www.concordia.ca/cunews/main/stories/2018/01/25/evenko-funds-the-fifth-annual-production-of-60x60.html
FFA_510,FFA,Music,Any program,Any level,Any degree,,,60x60 Concordia,"60-Student 60-minute performance designed, assembled and performed by students from Music, Theatre & Contemporary Dance departments",Other,Student life,https://www.concordia.ca/cunews/main/stories/2018/01/25/evenko-funds-the-fifth-annual-production-of-60x60.html
FFA_511,FFA,Theatre,Any program,Any level,Any degree,,,60x60 Concordia,"60-Student 60-minute performance designed, assembled and performed by students from Music, Theatre & Contemporary Dance departments",Other,Student life,
FFA_512,FFA,Studio Arts,Any program,Any level,Any degree,,,Master of Fine Arts Studio Arts Student Association (MFASASA),Student associations & clubs,Student associations & clubs,Student life,https://csu.qc.ca/clubs/camss
FFA_513,FFA,Studio Arts,Any program,Any level,Any degree,,,Concordia Additive Manufacturing Students' Society,3D Printing club,Student associations & clubs,Student life,https://www.facebook.com/groups/concordiaceramics/
FFA_514,FFA,Studio Arts,Any program,Any level,Any degree,,,Concordia Ceramics Students Association,"Concordia ceramics community, trips, visiting artist talks, workshops, and community-building events",Student associations & clubs,Student life,https://www.facebook.com/concordia.photographycollective?fref=ts
FFA_515,FFA,Studio Arts,Any program,Any level,Any degree,,,Concordia Photography Collective,"Events throughout the year (print sales, group shows, et cetera), and hold General Meetings in Fall and Winter semesters",Student associations & clubs,Student life,https://www.facebook.com/pg/DASAConcordiaU/about/?ref=page_internal
FFA_516,FFA,Studio Arts,Any program,Any level,Any degree,,,DASA - Design Arts Student Association,Organizes talks and workshops and acts as the Design students’ voice,Student associations & clubs,Student life,http://fsaconcordia.weebly.com/
FFA_517,FFA,Studio Arts,Any program,Any level,Any degree,,,Fibres Student Association,"Textile, material practices, exhibition",Student associations & clubs,Student life,https://imca-coolest-club.weebly.com/
FFA_518,FFA,Studio Arts,Any program,Any level,Any degree,,,IMCA Student Collective,"Enhance the academic life of the students by creating new social circles, developing extra-curricular skills, raising awareness of the artistic scene and giving students an opportunity to show their works",Student associations & clubs,Student life,https://www.facebook.com/pg/PaintingDrawingSA/about/?ref=page_internal
FFA_519,FFA,Studio Arts,Any program,Any level,Any degree,,,Painting and Drawing Student Association,"Events, workshops and talks",Student associations & clubs,Student life,https://facebook.com/queerprintclub
FFA_520,FFA,Studio Arts,Any program,Any level,Any degree,,,Queer Print Club,"Fine art print media collective of queer, lesbian, gay, trans, two-spirited, bisexual, asexual, intersex, questioning, and allies",Student associations & clubs,Student life,
FFA_521,FFA,Studio Arts,Any program,Any level,Any degree,,,SPA - Student Print Association,Student associations & clubs,Student associations & clubs,Student life,
FFA_522,FFA,Studio Arts,Any program,Graduate,MFA,,,Graduate Studio Arts,Graduate Student Association,Student associations & clubs,Student life,http://cast.concordia.ca/
FFA_523,FFA,Theatre,Any program,Any level,Any degree,,,Concordia Association of Students in Theatre (C.A.S.T.),"Plan, host community-building activities from cabarets to workshops with guest artists, a resource organization for students to seek information, raise questions or concerns and share their experience with other Concordia Theatre community members",Student associations & clubs,Student life,
FFA_524,FFA,Theatre,Any program,Undergraduate,Bachelor,,,ACT – Autodidacts Community Theatre,"Provide opportunity to engage in the art of theatre, regardless of experience, while forging bonds with other students and fostering a sense of community through this collective engagement",Student associations & clubs,Student life,
FFA_525,FFA,Any department,Any program,Any level,Fine Arts,,,Art Volt Collection,Services for alumni: loan and sales of artworks/creative productions,artwork loans and sales,Student life,https://www.concordia.ca/finearts/art-volt/collection.html#content-main
FFA_526,FFA,Any department,Any program,Any level,Fine Arts,,,Art Volt Mentorship,Services for alumni: Mentorship,Mentorship,Student life,https://www.concordia.ca/finearts/art-volt/mentorship.html
FFA_527,FFA,Any department,Any program,Any level,Fine Arts,,,Art Volt Professional Training,Services for alumni: Professional Training opportunities,Professional Training,Student life,https://www.concordia.ca/finearts/art-volt/training.html
FFA_528,FFA,Any department,Any program,Any level,Fine Arts,,,Art Volt Residencies,Services for alumni: Residency opportunities,Residencies,Student life,https://www.concordia.ca/finearts/art-volt/residencies.html
FFA_529,FFA,Any department,Any program,Any level,Fine Arts,,,The Claudine and Stephen Bronfman Fellowship in Contemporary Art mentorship program,Online Mentorship program for students (Pilot program until October 2020),Mentorship,Student life,https://www.concordia.ca/finearts/academics/coop/bronfman-online-mentorship.html
FFA_530,FFA,Any department,Any program,Any level,Fine Arts,,,The Elspeth McConnell Fine Arts Award,"$5,000 award for selected students to undertake internships in non-profit arts organizations and projects.",Internship,Student life,https://www.concordia.ca/finearts/academics/coop/e-mcconnell-fine-arts-award.html
FFA_531,FFA,Any department,Any program,Undergraduate,Fine Arts,,,Art Matters Festival,"Students can get involved by: applying for jobs, volunteering, curating exhibitions, exhibiting work, performing, etc...",Art Festival,Student life,http://artmattersfestival.org/
FFA_532,FFA,Mel Hoppenheim School of Cinema,Any program,Any level,Fine Arts,,,Concordia Film Festival,"Students can: Work/volunteer, showcase film, animation and video work",Film Festival,Student life,https://www.concordiafilmfestival.com/
JMSB_1,JMSB,Accountancy,Accountancy,Undergraduate,Bachelor,ACCO,330,Cost and Management Accounting,Course,Courses,Course-integrated,
JMSB_2,JMSB,Accountancy,Accountancy,Undergraduate,Bachelor,ACCO,355,Analysis of Financial Statements,Instruments & techniques are discussed & applied to case studies & actual companies,Courses,Course-integrated,
JMSB_3,JMSB,Accountancy,Accountancy,Undergraduate,Bachelor,ACCO,420,Advanced Managerial Accounting,Course,Courses,Course-integrated,
JMSB_4,JMSB,Accountancy,Accountancy,Undergraduate,Bachelor,ACCO,425,Financial Reporting IV,Prepare financial statements for a fictitious company,Courses,Course-integrated,
JMSB_5,JMSB,Accountancy,Accountancy,Undergraduate,Bachelor,ACCO,430,Advanced Mgmt Accounting,Course,Courses,Course-integrated,
JMSB_6,JMSB,Accountancy,Accountancy,Undergraduate,Bachelor,ACCO,435,Strategic Accounting Case Analysis,Strategic case,Courses,Course-integrated,
JMSB_7,JMSB,Accountancy,Accountancy,Undergraduate,Bachelor,ACCO,455,Fraud Prevention & Investigation,Real‑life fraud case discussions,Courses,Course-integrated,
JMSB_8,JMSB,Accountancy,Accountancy,Undergraduate,Bachelor,ACCO,465,Adv Assurance Services,Audit course,Courses,Course-integrated,
JMSB_9,JMSB,Accountancy,Accountancy,Undergraduate,Bachelor,ACCO,495,Honours seminar in accountancy,Training or write a case,Courses,Course-integrated,
JMSB_10,JMSB,Accountancy,Accountancy,Graduate,Certificate,ACCO,690A,Introduction to Exam-writing Techniques,Course,Courses,Course-integrated,
JMSB_11,JMSB,Accountancy,Accountancy,Graduate,Certificate,ACCO,690B,Advanced Exam-writing Techniques,Course,Courses,Course-integrated,
JMSB_12,JMSB,Accountancy,Business Administration,Graduate,Certificate,GDBA,532,Accounting,Course,Courses,Course-integrated,https://www.concordia.ca/content/dam/jmsb/docs/programs/gdba/gdba_gcba_program_schedule.pdf
JMSB_13,JMSB,Finance,Finance,Undergraduate,Bachelor,FINA,385,Theory of Finance I,Portfolio project,Courses,Course-integrated,
JMSB_14,JMSB,Finance,Finance,Undergraduate,Bachelor,FINA,395,Theory of Finance II,Team project,Courses,Course-integrated,
JMSB_15,JMSB,Finance,Finance,Undergraduate,Bachelor,FINA,402,Short Term Financial Management,Case anaylsis,Courses,Course-integrated,
JMSB_16,JMSB,Finance,Finance,Undergraduate,Bachelor,FINA,405,Cases in Finance,Real-world contexts,Courses,Course-integrated,
JMSB_17,JMSB,Finance,Finance,Undergraduate,Bachelor,FINA,408,Building & Testing Trading Systems Using Technical Analysis,Group project to build & test a trading system using simulation & investment software,Courses,Course-integrated,
JMSB_18,JMSB,Finance,Finance,Undergraduate,Bachelor,FINA,409,Applied Investment Analysis,Term paper and stock presentation,Courses,Course-integrated,
JMSB_19,JMSB,Finance,Finance,Undergraduate,Bachelor,FINA,410,Investment Analysis,Group assignment & presentation,Courses,Course-integrated,
JMSB_20,JMSB,Finance,Finance,Undergraduate,Bachelor,FINA,411,Portfolio Management,Trading simulator (portfolio management simulator); Case study group report and presentation,Courses,Course-integrated,
JMSB_21,JMSB,Finance,Finance,Undergraduate,Bachelor,FINA,413,Advanced Topics in Derivative Markets,Group presentation and report,Courses,Course-integrated,
JMSB_22,JMSB,Finance,Finance,Undergraduate,Bachelor,FINA,415,Mergers and Acquisitions,Trading lab simulations and group project presentation,Courses,Course-integrated,
JMSB_23,JMSB,Finance,Finance,Undergraduate,Bachelor,FINA,416,Behavioural Finance,"Case studies, experiments and activities",Courses,Course-integrated,
JMSB_24,JMSB,Finance,Finance,Undergraduate,Bachelor,FINA,465,Trading in Financial Securities,Practical skills in trading financial securities,Courses,Course-integrated,
JMSB_25,JMSB,Finance,Finance,Undergraduate,Bachelor,FINA,471,International Financial Management,Case study presentation,Courses,Course-integrated,
JMSB_26,JMSB,Finance,Finance,Undergraduate,Bachelor,FINA,481,Management of Financial Institutions,Group presentation and case study,Courses,Course-integrated,
JMSB_27,JMSB,Finance,Finance,Undergraduate,Bachelor,FINA,482,"International Banking: Operations, Policy and Strategy",Group case presentation,Courses,Course-integrated,
JMSB_28,JMSB,Finance,Finance,Graduate,Master,FINA,695,Applied Investments: Business Analysis and Valuation,"Stock presentation, investment report and valuation model",Courses,Course-integrated,
JMSB_29,JMSB,Finance,Finance,Graduate,Master,MBA,645,Economic Analysis for Organizational Decision,Case study assignments,Courses,Course-integrated,
JMSB_30,JMSB,Finance,Finance,Graduate,Master,MSCA,602,Applied Linear Statistical Models,Case studies,Courses,Course-integrated,
JMSB_31,JMSB,Finance,Finance,Graduate,Master,MSCA,611,Research Methodology,Research paper presentation and a separate research paper,Courses,Course-integrated,
JMSB_32,JMSB,Finance,Finance,Graduate,Master,MSCA,625,Seminar in Options and Futures,Research proposal presentation,Courses,Course-integrated,
JMSB_33,JMSB,Finance,Finance,Graduate,Master,MSCA,632,Corporate Governance and Executive Compensation,Research paper and presentation,Courses,Course-integrated,
JMSB_34,JMSB,Finance,Finance,Graduate,Master,MSCA,632,Financial Market Microstructure,Research paper and presentation,Courses,Course-integrated,
JMSB_35,JMSB,Management,EMBA,Graduate,Master,EMBA,610,Measuring & Reporting Financial Performance,Case method,Courses,Course-integrated,
JMSB_36,JMSB,Management,EMBA,Graduate,Master,EMBA,611,Managing Talent,Case studies,Courses,Course-integrated,
JMSB_37,JMSB,Management,EMBA,Graduate,Master,EMBA,612,Marketing Management,Case discussions & application-oriented readings,Courses,Course-integrated,
JMSB_38,JMSB,Management,EMBA,Graduate,Master,EMBA,621,Information Technology & Analytics,Projects & case studies,Courses,Course-integrated,
JMSB_39,JMSB,Management,EMBA,Graduate,Master,EMBA,630,Financial Decisions Under Uncertainty,Cases & projects,Courses,Course-integrated,
JMSB_40,JMSB,Management,EMBA,Graduate,Master,EMBA,631,Management Control Systems,Practical cases & applications reflecting real organizational issues,Courses,Course-integrated,
JMSB_41,JMSB,Management,EMBA,Graduate,Master,EMBA,632,Creativity & Innovation,Case studies & experiential exercises,Courses,Course-integrated,
JMSB_42,JMSB,Management,EMBA,Graduate,Master,EMBA,633,Applied Field Project I,"Field project, business project proposal",Course-integrated projects,Course-integrated,
JMSB_43,JMSB,Management,EMBA,Graduate,Master,EMBA,635,Starting a New Venture,Business plans to a board of potential investors,Courses,Course-integrated,
JMSB_44,JMSB,Management,EMBA,Graduate,Master,EMBA,640,Leadership,"Practical exercises, case studies, simulations & role-playing activities",Courses,Course-integrated,
JMSB_45,JMSB,Management,EMBA,Graduate,Master,EMBA,645,Applied Field Project II,Field project,Course-integrated projects,Course-integrated,
JMSB_46,JMSB,Management,EMBA,Graduate,Master,EMBA,690,Management Consulting Project,Course,Courses,Course-integrated,
JMSB_47,JMSB,Management,Investment Management,Graduate,Master,GIIM,637,Strategic Management,Case studies,Courses,Course-integrated,
JMSB_48,JMSB,Management,Investment Management,Graduate,Master,GIIM,655,Socially Responsible & Sustainable Investment,Case studies,Courses,Course-integrated,
JMSB_49,JMSB,Management,MBA,Graduate,Master,MANA,695B,Management of Technology & Innovation,Course,Courses,Course-integrated,
JMSB_50,JMSB,Management,MBA,Graduate,Master,MBA,609,Organizational Behaviour,Case analyses & experiential exercises,Courses,Course-integrated,
JMSB_51,JMSB,Management,MBA,Graduate,Master,MBA,632,MBA Practicum Project,In-depth investigation of a complex business problem within a corporation or other economic entity,Course-integrated projects,Course-integrated,
JMSB_52,JMSB,Management,MBA,Graduate,Master,MBA,641,Responsible Manager,Case analysis,Courses,Course-integrated,
JMSB_53,JMSB,Management,MBA,Graduate,Master,MBA,642,Financial Reporting for Responsible Decision Making,Case analysis,Courses,Course-integrated,
JMSB_54,JMSB,Management,MBA,Graduate,Master,MBA,643,Managerial Analytics,"Practical usages, projects & case analysis",Courses,Course-integrated,
JMSB_55,JMSB,Management,MBA,Graduate,Master,MBA,644,Marketing Management,Case discussions & application-oriented readings,Courses,Course-integrated,
JMSB_56,JMSB,Management,MBA,Graduate,Master,MBA,645,Economics for Organizational Decision Making,Cases &/or projects,Courses,Course-integrated,
JMSB_57,JMSB,Management,MBA,Graduate,Master,MBA,648,Business Process Management,"Case discussion, analysis, hands-on approach",Courses,Course-integrated,
JMSB_58,JMSB,Management,MBA,Graduate,Master,MBA,649,Strategic Managerial Accounting & Control,Case method,Courses,Course-integrated,
JMSB_59,JMSB,Management,MBA,Graduate,Master,MBA,650,Crafting & Implementing Successful Strategies,Cases & projects,Courses,Course-integrated,
JMSB_60,JMSB,Management,Management,Undergraduate,Bachelor / Certificate,MANA,300,Entrepreneurship: Launching Your Business,Students formulate their own business plans,Courses,Course-integrated,
JMSB_61,JMSB,Management,Management,Undergraduate,Bachelor / Certificate,MANA,343,Negotiation & Conflict Resolution,"Practice, role play, simulations",Courses,Course-integrated,
JMSB_62,JMSB,Management,Management,Undergraduate,Bachelor,MANA,420,Management Research for Decision Making,Hands‑on experience with basic research techniques,Courses,Course-integrated,
JMSB_63,JMSB,Management,"Management, Entrepreneurship",Undergraduate,Bachelor,MANA,447,Leadership & Motivation,"Cases, simulations",Courses,Course-integrated,
JMSB_64,JMSB,Management,Management,Undergraduate,Bachelor,MANA,481,Introduction to Management Consulting,Real‑world consulting project that students conduct with a client firm,Courses,Course-integrated,
JMSB_65,JMSB,Management,Management,Graduate,Master,MSCA,654,Seminar in Consulting,Team assignment with client firm,Courses,Course-integrated,
JMSB_66,JMSB,Marketing,Marketing,Undergraduate,Bachelor,COMM,223,Marketing management,Course-integrated project,Course-integrated projects,Course-integrated,
JMSB_67,JMSB,Marketing,Marketing,Undergraduate,Bachelor,MARK,301,Marketing Management II,"Application-oriented, cases",Courses,Course-integrated,
JMSB_68,JMSB,Marketing,Marketing,Undergraduate,Bachelor / Certificate,MARK,451,Marketing of Services,"Situation analyses, field studies",Courses,Course-integrated,
JMSB_69,JMSB,Marketing,Marketing,Undergraduate,Bachelor,MARK,453,Marketing Communications,"Cases, simulations",Courses,Course-integrated,
